value_exc_vat,value_inc_vat,valid_from,valid_to,payment_method
14.34,15.057,2025-09-26 13:30:00+00:00,2025-09-26 14:00:00+00:00,
14.3,15.015,2025-09-26 14:00:00+00:00,2025-09-26 14:30:00+00:00,
14.3,15.015,2025-09-26 14:30:00+00:00,2025-09-26 15:00:00+00:00,
28.45,29.8725,2025-09-26 15:00:00+00:00,2025-09-26 15:30:00+00:00,
30.63,32.1615,2025-09-26 15:30:00+00:00,2025-09-26 16:00:00+00:00,
29.04,30.492,2025-09-26 16:00:00+00:00,2025-09-26 16:30:00+00:00,
33.0,34.65,2025-09-26 16:30:00+00:00,2025-09-26 17:00:00+00:00,
33.07,34.7235,2025-09-26 17:00:00+00:00,2025-09-26 17:30:00+00:00,
33.6,35.28,2025-09-26 17:30:00+00:00,2025-09-26 18:00:00+00:00,
20.64,21.672,2025-09-26 18:00:00+00:00,2025-09-26 18:30:00+00:00,
20.22,21.231,2025-09-26 18:30:00+00:00,2025-09-26 19:00:00+00:00,
20.2,21.21,2025-09-26 19:00:00+00:00,2025-09-26 19:30:00+00:00,
16.99,17.8395,2025-09-26 19:30:00+00:00,2025-09-26 20:00:00+00:00,
17.39,18.2595,2025-09-26 20:00:00+00:00,2025-09-26 20:30:00+00:00,
16.69,17.5245,2025-09-26 20:30:00+00:00,2025-09-26 21:00:00+00:00,
15.86,16.653,2025-09-26 21:00:00+00:00,2025-09-26 21:30:00+00:00,
12.94,13.587,2025-09-26 21:30:00+00:00,2025-09-26 22:00:00+00:00,
15.8,16.59,2025-09-26 22:00:00+00:00,2025-09-26 22:30:00+00:00,
13.52,14.196,2025-09-26 22:30:00+00:00,2025-09-26 23:00:00+00:00,
13.61,14.2905,2025-09-26 23:00:00+00:00,2025-09-26 23:30:00+00:00,
13.0,13.65,2025-09-26 23:30:00+00:00,2025-09-27 00:00:00+00:00,
14.14,14.847,2025-09-27 00:00:00+00:00,2025-09-27 00:30:00+00:00,
14.2,14.91,2025-09-27 00:30:00+00:00,2025-09-27 01:00:00+00:00,
13.72,14.406,2025-09-27 01:00:00+00:00,2025-09-27 01:30:00+00:00,
13.69,14.3745,2025-09-27 01:30:00+00:00,2025-09-27 02:00:00+00:00,
14.29,15.0045,2025-09-27 02:00:00+00:00,2025-09-27 02:30:00+00:00,
13.68,14.364,2025-09-27 02:30:00+00:00,2025-09-27 03:00:00+00:00,
13.9,14.595,2025-09-27 03:00:00+00:00,2025-09-27 03:30:00+00:00,
13.6,14.28,2025-09-27 03:30:00+00:00,2025-09-27 04:00:00+00:00,
14.46,15.183,2025-09-27 04:00:00+00:00,2025-09-27 04:30:00+00:00,
14.34,15.057,2025-09-27 04:30:00+00:00,2025-09-27 05:00:00+00:00,
16.4,17.22,2025-09-27 05:00:00+00:00,2025-09-27 05:30:00+00:00,
16.0,16.8,2025-09-27 05:30:00+00:00,2025-09-27 06:00:00+00:00,
16.34,17.157,2025-09-27 06:00:00+00:00,2025-09-27 06:30:00+00:00,
17.72,18.606,2025-09-27 06:30:00+00:00,2025-09-27 07:00:00+00:00,
17.09,17.9445,2025-09-27 07:00:00+00:00,2025-09-27 07:30:00+00:00,
17.6,18.48,2025-09-27 07:30:00+00:00,2025-09-27 08:00:00+00:00,
18.64,19.572,2025-09-27 08:00:00+00:00,2025-09-27 08:30:00+00:00,
18.0,18.9,2025-09-27 08:30:00+00:00,2025-09-27 09:00:00+00:00,
16.8,17.64,2025-09-27 09:00:00+00:00,2025-09-27 09:30:00+00:00,
14.92,15.666,2025-09-27 09:30:00+00:00,2025-09-27 10:00:00+00:00,
15.42,16.191,2025-09-27 10:00:00+00:00,2025-09-27 10:30:00+00:00,
15.6,16.38,2025-09-27 10:30:00+00:00,2025-09-27 11:00:00+00:00,
15.17,15.9285,2025-09-27 11:00:00+00:00,2025-09-27 11:30:00+00:00,
15.14,15.897,2025-09-27 11:30:00+00:00,2025-09-27 12:00:00+00:00,
15.2,15.96,2025-09-27 12:00:00+00:00,2025-09-27 12:30:00+00:00,
14.46,15.183,2025-09-27 12:30:00+00:00,2025-09-27 13:00:00+00:00,
14.68,15.414,2025-09-27 13:00:00+00:00,2025-09-27 13:30:00+00:00,
15.16,15.918,2025-09-27 13:30:00+00:00,2025-09-27 14:00:00+00:00,
15.4,16.17,2025-09-27 14:00:00+00:00,2025-09-27 14:30:00+00:00,
15.02,15.771,2025-09-27 14:30:00+00:00,2025-09-27 15:00:00+00:00,
29.04,30.492,2025-09-27 15:00:00+00:00,2025-09-27 15:30:00+00:00,
30.4,31.92,2025-09-27 15:30:00+00:00,2025-09-27 16:00:00+00:00,
31.63,33.2115,2025-09-27 16:00:00+00:00,2025-09-27 16:30:00+00:00,
34.51,36.2355,2025-09-27 16:30:00+00:00,2025-09-27 17:00:00+00:00,
33.2,34.86,2025-09-27 17:00:00+00:00,2025-09-27 17:30:00+00:00,
34.34,36.057,2025-09-27 17:30:00+00:00,2025-09-27 18:00:00+00:00,
20.4,21.42,2025-09-27 18:00:00+00:00,2025-09-27 18:30:00+00:00,
19.03,19.9815,2025-09-27 18:30:00+00:00,2025-09-27 19:00:00+00:00,
19.4,20.37,2025-09-27 19:00:00+00:00,2025-09-27 19:30:00+00:00,
16.8,17.64,2025-09-27 19:30:00+00:00,2025-09-27 20:00:00+00:00,
17.42,18.291,2025-09-27 20:00:00+00:00,2025-09-27 20:30:00+00:00,
16.8,17.64,2025-09-27 20:30:00+00:00,2025-09-27 21:00:00+00:00,
16.17,16.9785,2025-09-27 21:00:00+00:00,2025-09-27 21:30:00+00:00,
14.9,15.645,2025-09-27 21:30:00+00:00,2025-09-27 22:00:00+00:00,
15.0,15.75,2025-09-27 22:00:00+00:00,2025-09-27 22:30:00+00:00,
14.02,14.721,2025-09-27 22:30:00+00:00,2025-09-27 23:00:00+00:00,
14.33,15.0465,2025-09-27 23:00:00+00:00,2025-09-27 23:30:00+00:00,
14.42,15.141,2025-09-27 23:30:00+00:00,2025-09-28 00:00:00+00:00,
15.02,15.771,2025-09-28 00:00:00+00:00,2025-09-28 00:30:00+00:00,
15.57,16.3485,2025-09-28 00:30:00+00:00,2025-09-28 01:00:00+00:00,
15.3,16.065,2025-09-28 01:00:00+00:00,2025-09-28 01:30:00+00:00,
15.0,15.75,2025-09-28 01:30:00+00:00,2025-09-28 02:00:00+00:00,
15.2,15.96,2025-09-28 02:00:00+00:00,2025-09-28 02:30:00+00:00,
14.98,15.729,2025-09-28 02:30:00+00:00,2025-09-28 03:00:00+00:00,
14.88,15.624,2025-09-28 03:00:00+00:00,2025-09-28 03:30:00+00:00,
14.6,15.33,2025-09-28 03:30:00+00:00,2025-09-28 04:00:00+00:00,
15.68,16.464,2025-09-28 04:00:00+00:00,2025-09-28 04:30:00+00:00,
15.34,16.107,2025-09-28 04:30:00+00:00,2025-09-28 05:00:00+00:00,
16.8,17.64,2025-09-28 05:00:00+00:00,2025-09-28 05:30:00+00:00,
16.06,16.863,2025-09-28 05:30:00+00:00,2025-09-28 06:00:00+00:00,
15.64,16.422,2025-09-28 06:00:00+00:00,2025-09-28 06:30:00+00:00,
16.64,17.472,2025-09-28 06:30:00+00:00,2025-09-28 07:00:00+00:00,
17.34,18.207,2025-09-28 07:00:00+00:00,2025-09-28 07:30:00+00:00,
17.82,18.711,2025-09-28 07:30:00+00:00,2025-09-28 08:00:00+00:00,
18.2,19.11,2025-09-28 08:00:00+00:00,2025-09-28 08:30:00+00:00,
17.98,18.879,2025-09-28 08:30:00+00:00,2025-09-28 09:00:00+00:00,
17.28,18.144,2025-09-28 09:00:00+00:00,2025-09-28 09:30:00+00:00,
16.92,17.766,2025-09-28 09:30:00+00:00,2025-09-28 10:00:00+00:00,
16.84,17.682,2025-09-28 10:00:00+00:00,2025-09-28 10:30:00+00:00,
15.96,16.758,2025-09-28 10:30:00+00:00,2025-09-28 11:00:00+00:00,
16.25,17.0625,2025-09-28 11:00:00+00:00,2025-09-28 11:30:00+00:00,
16.26,17.073,2025-09-28 11:30:00+00:00,2025-09-28 12:00:00+00:00,
16.0,16.8,2025-09-28 12:00:00+00:00,2025-09-28 12:30:00+00:00,
14.4,15.12,2025-09-28 12:30:00+00:00,2025-09-28 13:00:00+00:00,
14.92,15.666,2025-09-28 13:00:00+00:00,2025-09-28 13:30:00+00:00,
14.8,15.54,2025-09-28 13:30:00+00:00,2025-09-28 14:00:00+00:00,
16.13,16.9365,2025-09-28 14:00:00+00:00,2025-09-28 14:30:00+00:00,
16.0,16.8,2025-09-28 14:30:00+00:00,2025-09-28 15:00:00+00:00,
29.73,31.2165,2025-09-28 15:00:00+00:00,2025-09-28 15:30:00+00:00,
33.0,34.65,2025-09-28 15:30:00+00:00,2025-09-28 16:00:00+00:00,
35.14,36.897,2025-09-28 16:00:00+00:00,2025-09-28 16:30:00+00:00,
37.68,39.564,2025-09-28 16:30:00+00:00,2025-09-28 17:00:00+00:00,
36.2,38.01,2025-09-28 17:00:00+00:00,2025-09-28 17:30:00+00:00,
37.64,39.522,2025-09-28 17:30:00+00:00,2025-09-28 18:00:00+00:00,
24.61,25.8405,2025-09-28 18:00:00+00:00,2025-09-28 18:30:00+00:00,
24.5,25.725,2025-09-28 18:30:00+00:00,2025-09-28 19:00:00+00:00,
24.69,25.9245,2025-09-28 19:00:00+00:00,2025-09-28 19:30:00+00:00,
22.61,23.7405,2025-09-28 19:30:00+00:00,2025-09-28 20:00:00+00:00,
23.05,24.2025,2025-09-28 20:00:00+00:00,2025-09-28 20:30:00+00:00,
17.22,18.081,2025-09-28 20:30:00+00:00,2025-09-28 21:00:00+00:00,
18.76,19.698,2025-09-28 21:00:00+00:00,2025-09-28 21:30:00+00:00,
14.4,15.12,2025-09-28 21:30:00+00:00,2025-09-28 22:00:00+00:00,
16.82,17.661,2025-09-28 22:00:00+00:00,2025-09-28 22:30:00+00:00,
14.8,15.54,2025-09-28 22:30:00+00:00,2025-09-28 23:00:00+00:00,
15.52,16.296,2025-09-28 23:00:00+00:00,2025-09-28 23:30:00+00:00,
15.0,15.75,2025-09-28 23:30:00+00:00,2025-09-29 00:00:00+00:00,
15.0,15.75,2025-09-29 00:00:00+00:00,2025-09-29 00:30:00+00:00,
15.0,15.75,2025-09-29 00:30:00+00:00,2025-09-29 01:00:00+00:00,
15.0,15.75,2025-09-29 01:00:00+00:00,2025-09-29 01:30:00+00:00,
14.75,15.4875,2025-09-29 01:30:00+00:00,2025-09-29 02:00:00+00:00,
15.0,15.75,2025-09-29 02:00:00+00:00,2025-09-29 02:30:00+00:00,
14.93,15.6765,2025-09-29 02:30:00+00:00,2025-09-29 03:00:00+00:00,
15.0,15.75,2025-09-29 03:00:00+00:00,2025-09-29 03:30:00+00:00,
14.76,15.498,2025-09-29 03:30:00+00:00,2025-09-29 04:00:00+00:00,
15.6,16.38,2025-09-29 04:00:00+00:00,2025-09-29 04:30:00+00:00,
15.35,16.1175,2025-09-29 04:30:00+00:00,2025-09-29 05:00:00+00:00,
20.0,21.0,2025-09-29 05:00:00+00:00,2025-09-29 05:30:00+00:00,
21.8,22.89,2025-09-29 05:30:00+00:00,2025-09-29 06:00:00+00:00,
23.4,24.57,2025-09-29 06:00:00+00:00,2025-09-29 06:30:00+00:00,
26.2,27.51,2025-09-29 06:30:00+00:00,2025-09-29 07:00:00+00:00,
22.0,23.1,2025-09-29 07:00:00+00:00,2025-09-29 07:30:00+00:00,
21.31,22.3755,2025-09-29 07:30:00+00:00,2025-09-29 08:00:00+00:00,
18.85,19.7925,2025-09-29 08:00:00+00:00,2025-09-29 08:30:00+00:00,
15.81,16.6005,2025-09-29 08:30:00+00:00,2025-09-29 09:00:00+00:00,
16.5,17.325,2025-09-29 09:00:00+00:00,2025-09-29 09:30:00+00:00,
17.09,17.9445,2025-09-29 09:30:00+00:00,2025-09-29 10:00:00+00:00,
14.8,15.54,2025-09-29 10:00:00+00:00,2025-09-29 10:30:00+00:00,
14.45,15.1725,2025-09-29 10:30:00+00:00,2025-09-29 11:00:00+00:00,
14.59,15.3195,2025-09-29 11:00:00+00:00,2025-09-29 11:30:00+00:00,
14.26,14.973,2025-09-29 11:30:00+00:00,2025-09-29 12:00:00+00:00,
14.48,15.204,2025-09-29 12:00:00+00:00,2025-09-29 12:30:00+00:00,
14.35,15.0675,2025-09-29 12:30:00+00:00,2025-09-29 13:00:00+00:00,
14.6,15.33,2025-09-29 13:00:00+00:00,2025-09-29 13:30:00+00:00,
14.78,15.519,2025-09-29 13:30:00+00:00,2025-09-29 14:00:00+00:00,
15.34,16.107,2025-09-29 14:00:00+00:00,2025-09-29 14:30:00+00:00,
13.91,14.6055,2025-09-29 14:30:00+00:00,2025-09-29 15:00:00+00:00,
29.48,30.954,2025-09-29 15:00:00+00:00,2025-09-29 15:30:00+00:00,
32.1,33.705,2025-09-29 15:30:00+00:00,2025-09-29 16:00:00+00:00,
40.73,42.7665,2025-09-29 16:00:00+00:00,2025-09-29 16:30:00+00:00,
42.76,44.898,2025-09-29 16:30:00+00:00,2025-09-29 17:00:00+00:00,
45.78,48.069,2025-09-29 17:00:00+00:00,2025-09-29 17:30:00+00:00,
45.94,48.237,2025-09-29 17:30:00+00:00,2025-09-29 18:00:00+00:00,
27.8,29.19,2025-09-29 18:00:00+00:00,2025-09-29 18:30:00+00:00,
26.25,27.5625,2025-09-29 18:30:00+00:00,2025-09-29 19:00:00+00:00,
21.6,22.68,2025-09-29 19:00:00+00:00,2025-09-29 19:30:00+00:00,
17.8,18.69,2025-09-29 19:30:00+00:00,2025-09-29 20:00:00+00:00,
18.29,19.2045,2025-09-29 20:00:00+00:00,2025-09-29 20:30:00+00:00,
16.66,17.493,2025-09-29 20:30:00+00:00,2025-09-29 21:00:00+00:00,
16.73,17.5665,2025-09-29 21:00:00+00:00,2025-09-29 21:30:00+00:00,
14.52,15.246,2025-09-29 21:30:00+00:00,2025-09-29 22:00:00+00:00,
17.21,18.0705,2025-09-29 22:00:00+00:00,2025-09-29 22:30:00+00:00,
14.6,15.33,2025-09-29 22:30:00+00:00,2025-09-29 23:00:00+00:00,
15.29,16.0545,2025-09-29 23:00:00+00:00,2025-09-29 23:30:00+00:00,
14.41,15.1305,2025-09-29 23:30:00+00:00,2025-09-30 00:00:00+00:00,
14.82,15.561,2025-09-30 00:00:00+00:00,2025-09-30 00:30:00+00:00,
14.38,15.099,2025-09-30 00:30:00+00:00,2025-09-30 01:00:00+00:00,
14.44,15.162,2025-09-30 01:00:00+00:00,2025-09-30 01:30:00+00:00,
14.0,14.7,2025-09-30 01:30:00+00:00,2025-09-30 02:00:00+00:00,
14.8,15.54,2025-09-30 02:00:00+00:00,2025-09-30 02:30:00+00:00,
14.0,14.7,2025-09-30 02:30:00+00:00,2025-09-30 03:00:00+00:00,
13.42,14.091,2025-09-30 03:00:00+00:00,2025-09-30 03:30:00+00:00,
13.0,13.65,2025-09-30 03:30:00+00:00,2025-09-30 04:00:00+00:00,
13.0,13.65,2025-09-30 04:00:00+00:00,2025-09-30 04:30:00+00:00,
12.03,12.6315,2025-09-30 04:30:00+00:00,2025-09-30 05:00:00+00:00,
15.98,16.779,2025-09-30 05:00:00+00:00,2025-09-30 05:30:00+00:00,
19.0,19.95,2025-09-30 05:30:00+00:00,2025-09-30 06:00:00+00:00,
21.4,22.47,2025-09-30 06:00:00+00:00,2025-09-30 06:30:00+00:00,
22.71,23.8455,2025-09-30 06:30:00+00:00,2025-09-30 07:00:00+00:00,
22.3,23.415,2025-09-30 07:00:00+00:00,2025-09-30 07:30:00+00:00,
21.58,22.659,2025-09-30 07:30:00+00:00,2025-09-30 08:00:00+00:00,
19.41,20.3805,2025-09-30 08:00:00+00:00,2025-09-30 08:30:00+00:00,
17.0,17.85,2025-09-30 08:30:00+00:00,2025-09-30 09:00:00+00:00,
15.14,15.897,2025-09-30 09:00:00+00:00,2025-09-30 09:30:00+00:00,
14.05,14.7525,2025-09-30 09:30:00+00:00,2025-09-30 10:00:00+00:00,
14.32,15.036,2025-09-30 10:00:00+00:00,2025-09-30 10:30:00+00:00,
13.48,14.154,2025-09-30 10:30:00+00:00,2025-09-30 11:00:00+00:00,
14.1,14.805,2025-09-30 11:00:00+00:00,2025-09-30 11:30:00+00:00,
13.6,14.28,2025-09-30 11:30:00+00:00,2025-09-30 12:00:00+00:00,
14.66,15.393,2025-09-30 12:00:00+00:00,2025-09-30 12:30:00+00:00,
13.77,14.4585,2025-09-30 12:30:00+00:00,2025-09-30 13:00:00+00:00,
13.2,13.86,2025-09-30 13:00:00+00:00,2025-09-30 13:30:00+00:00,
13.4,14.07,2025-09-30 13:30:00+00:00,2025-09-30 14:00:00+00:00,
13.6,14.28,2025-09-30 14:00:00+00:00,2025-09-30 14:30:00+00:00,
14.0,14.7,2025-09-30 14:30:00+00:00,2025-09-30 15:00:00+00:00,
25.2,26.46,2025-09-30 15:00:00+00:00,2025-09-30 15:30:00+00:00,
29.0,30.45,2025-09-30 15:30:00+00:00,2025-09-30 16:00:00+00:00,
33.35,35.0175,2025-09-30 16:00:00+00:00,2025-09-30 16:30:00+00:00,
35.88,37.674,2025-09-30 16:30:00+00:00,2025-09-30 17:00:00+00:00,
34.22,35.931,2025-09-30 17:00:00+00:00,2025-09-30 17:30:00+00:00,
36.58,38.409,2025-09-30 17:30:00+00:00,2025-09-30 18:00:00+00:00,
22.47,23.5935,2025-09-30 18:00:00+00:00,2025-09-30 18:30:00+00:00,
21.2,22.26,2025-09-30 18:30:00+00:00,2025-09-30 19:00:00+00:00,
17.58,18.459,2025-09-30 19:00:00+00:00,2025-09-30 19:30:00+00:00,
14.0,14.7,2025-09-30 19:30:00+00:00,2025-09-30 20:00:00+00:00,
17.41,18.2805,2025-09-30 20:00:00+00:00,2025-09-30 20:30:00+00:00,
14.94,15.687,2025-09-30 20:30:00+00:00,2025-09-30 21:00:00+00:00,
16.17,16.9785,2025-09-30 21:00:00+00:00,2025-09-30 21:30:00+00:00,
13.88,14.574,2025-09-30 21:30:00+00:00,2025-09-30 22:00:00+00:00,
16.0,16.8,2025-09-30 22:00:00+00:00,2025-09-30 22:30:00+00:00,
16.6,17.43,2025-09-30 22:30:00+00:00,2025-09-30 23:00:00+00:00,
14.8,15.54,2025-09-30 23:00:00+00:00,2025-09-30 23:30:00+00:00,
14.55,15.2775,2025-09-30 23:30:00+00:00,2025-10-01 00:00:00+00:00,
13.97,14.6685,2025-10-01 00:00:00+00:00,2025-10-01 00:30:00+00:00,
14.01,14.7105,2025-10-01 00:30:00+00:00,2025-10-01 01:00:00+00:00,
13.56,14.238,2025-10-01 01:00:00+00:00,2025-10-01 01:30:00+00:00,
13.78,14.469,2025-10-01 01:30:00+00:00,2025-10-01 02:00:00+00:00,
13.95,14.6475,2025-10-01 02:00:00+00:00,2025-10-01 02:30:00+00:00,
13.54,14.217,2025-10-01 02:30:00+00:00,2025-10-01 03:00:00+00:00,
13.42,14.091,2025-10-01 03:00:00+00:00,2025-10-01 03:30:00+00:00,
12.6,13.23,2025-10-01 03:30:00+00:00,2025-10-01 04:00:00+00:00,
14.0,14.7,2025-10-01 04:00:00+00:00,2025-10-01 04:30:00+00:00,
12.8,13.44,2025-10-01 04:30:00+00:00,2025-10-01 05:00:00+00:00,
17.4,18.27,2025-10-01 05:00:00+00:00,2025-10-01 05:30:00+00:00,
18.0,18.9,2025-10-01 05:30:00+00:00,2025-10-01 06:00:00+00:00,
20.0,21.0,2025-10-01 06:00:00+00:00,2025-10-01 06:30:00+00:00,
21.8,22.89,2025-10-01 06:30:00+00:00,2025-10-01 07:00:00+00:00,
19.11,20.0655,2025-10-01 07:00:00+00:00,2025-10-01 07:30:00+00:00,
18.49,19.4145,2025-10-01 07:30:00+00:00,2025-10-01 08:00:00+00:00,
15.74,16.527,2025-10-01 08:00:00+00:00,2025-10-01 08:30:00+00:00,
15.02,15.771,2025-10-01 08:30:00+00:00,2025-10-01 09:00:00+00:00,
12.8,13.44,2025-10-01 09:00:00+00:00,2025-10-01 09:30:00+00:00,
12.45,13.0725,2025-10-01 09:30:00+00:00,2025-10-01 10:00:00+00:00,
13.2,13.86,2025-10-01 10:00:00+00:00,2025-10-01 10:30:00+00:00,
14.0,14.7,2025-10-01 10:30:00+00:00,2025-10-01 11:00:00+00:00,
14.0,14.7,2025-10-01 11:00:00+00:00,2025-10-01 11:30:00+00:00,
14.2,14.91,2025-10-01 11:30:00+00:00,2025-10-01 12:00:00+00:00,
14.55,15.2775,2025-10-01 12:00:00+00:00,2025-10-01 12:30:00+00:00,
13.8,14.49,2025-10-01 12:30:00+00:00,2025-10-01 13:00:00+00:00,
14.0,14.7,2025-10-01 13:00:00+00:00,2025-10-01 13:30:00+00:00,
13.8,14.49,2025-10-01 13:30:00+00:00,2025-10-01 14:00:00+00:00,
15.6,16.38,2025-10-01 14:00:00+00:00,2025-10-01 14:30:00+00:00,
15.6,16.38,2025-10-01 14:30:00+00:00,2025-10-01 15:00:00+00:00,
28.99,30.4395,2025-10-01 15:00:00+00:00,2025-10-01 15:30:00+00:00,
28.53,29.9565,2025-10-01 15:30:00+00:00,2025-10-01 16:00:00+00:00,
31.6,33.18,2025-10-01 16:00:00+00:00,2025-10-01 16:30:00+00:00,
33.8,35.49,2025-10-01 16:30:00+00:00,2025-10-01 17:00:00+00:00,
34.8,36.54,2025-10-01 17:00:00+00:00,2025-10-01 17:30:00+00:00,
34.8,36.54,2025-10-01 17:30:00+00:00,2025-10-01 18:00:00+00:00,
21.39,22.4595,2025-10-01 18:00:00+00:00,2025-10-01 18:30:00+00:00,
20.92,21.966,2025-10-01 18:30:00+00:00,2025-10-01 19:00:00+00:00,
17.24,18.102,2025-10-01 19:00:00+00:00,2025-10-01 19:30:00+00:00,
16.27,17.0835,2025-10-01 19:30:00+00:00,2025-10-01 20:00:00+00:00,
16.0,16.8,2025-10-01 20:00:00+00:00,2025-10-01 20:30:00+00:00,
15.2,15.96,2025-10-01 20:30:00+00:00,2025-10-01 21:00:00+00:00,
14.8,15.54,2025-10-01 21:00:00+00:00,2025-10-01 21:30:00+00:00,
14.53,15.2565,2025-10-01 21:30:00+00:00,2025-10-01 22:00:00+00:00,
15.4,16.17,2025-10-01 22:00:00+00:00,2025-10-01 22:30:00+00:00,
15.02,15.771,2025-10-01 22:30:00+00:00,2025-10-01 23:00:00+00:00,
14.51,15.2355,2025-10-01 23:00:00+00:00,2025-10-01 23:30:00+00:00,
15.0,15.75,2025-10-01 23:30:00+00:00,2025-10-02 00:00:00+00:00,
14.98,15.729,2025-10-02 00:00:00+00:00,2025-10-02 00:30:00+00:00,
15.0,15.75,2025-10-02 00:30:00+00:00,2025-10-02 01:00:00+00:00,
15.0,15.75,2025-10-02 01:00:00+00:00,2025-10-02 01:30:00+00:00,
14.8,15.54,2025-10-02 01:30:00+00:00,2025-10-02 02:00:00+00:00,
15.0,15.75,2025-10-02 02:00:00+00:00,2025-10-02 02:30:00+00:00,
14.39,15.1095,2025-10-02 02:30:00+00:00,2025-10-02 03:00:00+00:00,
16.0,16.8,2025-10-02 03:00:00+00:00,2025-10-02 03:30:00+00:00,
15.22,15.981,2025-10-02 03:30:00+00:00,2025-10-02 04:00:00+00:00,
16.01,16.8105,2025-10-02 04:00:00+00:00,2025-10-02 04:30:00+00:00,
15.0,15.75,2025-10-02 04:30:00+00:00,2025-10-02 05:00:00+00:00,
16.83,17.6715,2025-10-02 05:00:00+00:00,2025-10-02 05:30:00+00:00,
20.52,21.546,2025-10-02 05:30:00+00:00,2025-10-02 06:00:00+00:00,
21.2,22.26,2025-10-02 06:00:00+00:00,2025-10-02 06:30:00+00:00,
23.31,24.4755,2025-10-02 06:30:00+00:00,2025-10-02 07:00:00+00:00,
19.2,20.16,2025-10-02 07:00:00+00:00,2025-10-02 07:30:00+00:00,
19.14,20.097,2025-10-02 07:30:00+00:00,2025-10-02 08:00:00+00:00,
18.21,19.1205,2025-10-02 08:00:00+00:00,2025-10-02 08:30:00+00:00,
16.32,17.136,2025-10-02 08:30:00+00:00,2025-10-02 09:00:00+00:00,
15.0,15.75,2025-10-02 09:00:00+00:00,2025-10-02 09:30:00+00:00,
15.2,15.96,2025-10-02 09:30:00+00:00,2025-10-02 10:00:00+00:00,
15.59,16.3695,2025-10-02 10:00:00+00:00,2025-10-02 10:30:00+00:00,
16.6,17.43,2025-10-02 10:30:00+00:00,2025-10-02 11:00:00+00:00,
15.71,16.4955,2025-10-02 11:00:00+00:00,2025-10-02 11:30:00+00:00,
15.59,16.3695,2025-10-02 11:30:00+00:00,2025-10-02 12:00:00+00:00,
12.91,13.5555,2025-10-02 12:00:00+00:00,2025-10-02 12:30:00+00:00,
12.4,13.02,2025-10-02 12:30:00+00:00,2025-10-02 13:00:00+00:00,
12.97,13.6185,2025-10-02 13:00:00+00:00,2025-10-02 13:30:00+00:00,
12.27,12.8835,2025-10-02 13:30:00+00:00,2025-10-02 14:00:00+00:00,
12.7,13.335,2025-10-02 14:00:00+00:00,2025-10-02 14:30:00+00:00,
13.2,13.86,2025-10-02 14:30:00+00:00,2025-10-02 15:00:00+00:00,
26.4,27.72,2025-10-02 15:00:00+00:00,2025-10-02 15:30:00+00:00,
28.09,29.4945,2025-10-02 15:30:00+00:00,2025-10-02 16:00:00+00:00,
29.8,31.29,2025-10-02 16:00:00+00:00,2025-10-02 16:30:00+00:00,
30.8,32.34,2025-10-02 16:30:00+00:00,2025-10-02 17:00:00+00:00,
31.75,33.3375,2025-10-02 17:00:00+00:00,2025-10-02 17:30:00+00:00,
32.03,33.6315,2025-10-02 17:30:00+00:00,2025-10-02 18:00:00+00:00,
17.52,18.396,2025-10-02 18:00:00+00:00,2025-10-02 18:30:00+00:00,
16.5,17.325,2025-10-02 18:30:00+00:00,2025-10-02 19:00:00+00:00,
13.98,14.679,2025-10-02 19:00:00+00:00,2025-10-02 19:30:00+00:00,
13.07,13.7235,2025-10-02 19:30:00+00:00,2025-10-02 20:00:00+00:00,
12.6,13.23,2025-10-02 20:00:00+00:00,2025-10-02 20:30:00+00:00,
10.17,10.6785,2025-10-02 20:30:00+00:00,2025-10-02 21:00:00+00:00,
8.92,9.366,2025-10-02 21:00:00+00:00,2025-10-02 21:30:00+00:00,
5.88,6.174,2025-10-02 21:30:00+00:00,2025-10-02 22:00:00+00:00,
6.0,6.3,2025-10-02 22:00:00+00:00,2025-10-02 22:30:00+00:00,
5.0,5.25,2025-10-02 22:30:00+00:00,2025-10-02 23:00:00+00:00,
4.4,4.62,2025-10-02 23:00:00+00:00,2025-10-02 23:30:00+00:00,
4.84,5.082,2025-10-02 23:30:00+00:00,2025-10-03 00:00:00+00:00,
5.02,5.271,2025-10-03 00:00:00+00:00,2025-10-03 00:30:00+00:00,
4.98,5.229,2025-10-03 00:30:00+00:00,2025-10-03 01:00:00+00:00,
6.01,6.3105,2025-10-03 01:00:00+00:00,2025-10-03 01:30:00+00:00,
6.04,6.342,2025-10-03 01:30:00+00:00,2025-10-03 02:00:00+00:00,
6.8,7.14,2025-10-03 02:00:00+00:00,2025-10-03 02:30:00+00:00,
6.4,6.72,2025-10-03 02:30:00+00:00,2025-10-03 03:00:00+00:00,
5.2,5.46,2025-10-03 03:00:00+00:00,2025-10-03 03:30:00+00:00,
4.8,5.04,2025-10-03 03:30:00+00:00,2025-10-03 04:00:00+00:00,
5.1,5.355,2025-10-03 04:00:00+00:00,2025-10-03 04:30:00+00:00,
8.16,8.568,2025-10-03 04:30:00+00:00,2025-10-03 05:00:00+00:00,
14.28,14.994,2025-10-03 05:00:00+00:00,2025-10-03 05:30:00+00:00,
15.7,16.485,2025-10-03 05:30:00+00:00,2025-10-03 06:00:00+00:00,
18.0,18.9,2025-10-03 06:00:00+00:00,2025-10-03 06:30:00+00:00,
