value_exc_vat,value_inc_vat,valid_from,valid_to,payment_method
0.0,0.0,2025-01-01 00:00:00+00:00,2025-01-01 00:30:00+00:00,
4.0,4.2,2025-01-01 00:30:00+00:00,2025-01-01 01:00:00+00:00,
0.0,0.0,2025-01-01 01:00:00+00:00,2025-01-01 01:30:00+00:00,
-0.8,-0.84,2025-01-01 01:30:00+00:00,2025-01-01 02:00:00+00:00,
0.2,0.21,2025-01-01 02:00:00+00:00,2025-01-01 02:30:00+00:00,
-0.3,-0.315,2025-01-01 02:30:00+00:00,2025-01-01 03:00:00+00:00,
-0.01,-0.0105,2025-01-01 03:00:00+00:00,2025-01-01 03:30:00+00:00,
-1.3,-1.365,2025-01-01 03:30:00+00:00,2025-01-01 04:00:00+00:00,
0.0,0.0,2025-01-01 04:00:00+00:00,2025-01-01 04:30:00+00:00,
-0.8,-0.84,2025-01-01 04:30:00+00:00,2025-01-01 05:00:00+00:00,
-0.86,-0.903,2025-01-01 05:00:00+00:00,2025-01-01 05:30:00+00:00,
-1.08,-1.134,2025-01-01 05:30:00+00:00,2025-01-01 06:00:00+00:00,
0.32,0.336,2025-01-01 06:00:00+00:00,2025-01-01 06:30:00+00:00,
2.0,2.1,2025-01-01 06:30:00+00:00,2025-01-01 07:00:00+00:00,
4.0,4.2,2025-01-01 07:00:00+00:00,2025-01-01 07:30:00+00:00,
3.6,3.78,2025-01-01 07:30:00+00:00,2025-01-01 08:00:00+00:00,
-1.0,-1.05,2025-01-01 08:00:00+00:00,2025-01-01 08:30:00+00:00,
4.36,4.578,2025-01-01 08:30:00+00:00,2025-01-01 09:00:00+00:00,
-1.2,-1.26,2025-01-01 09:00:00+00:00,2025-01-01 09:30:00+00:00,
7.34,7.707,2025-01-01 09:30:00+00:00,2025-01-01 10:00:00+00:00,
3.8,3.99,2025-01-01 10:00:00+00:00,2025-01-01 10:30:00+00:00,
6.65,6.9825,2025-01-01 10:30:00+00:00,2025-01-01 11:00:00+00:00,
6.31,6.6255,2025-01-01 11:00:00+00:00,2025-01-01 11:30:00+00:00,
14.44,15.162,2025-01-01 11:30:00+00:00,2025-01-01 12:00:00+00:00,
18.0,18.9,2025-01-01 12:00:00+00:00,2025-01-01 12:30:00+00:00,
18.92,19.866,2025-01-01 12:30:00+00:00,2025-01-01 13:00:00+00:00,
19.0,19.95,2025-01-01 13:00:00+00:00,2025-01-01 13:30:00+00:00,
18.24,19.152,2025-01-01 13:30:00+00:00,2025-01-01 14:00:00+00:00,
18.8,19.74,2025-01-01 14:00:00+00:00,2025-01-01 14:30:00+00:00,
21.4,22.47,2025-01-01 14:30:00+00:00,2025-01-01 15:00:00+00:00,
19.2,20.16,2025-01-01 15:00:00+00:00,2025-01-01 15:30:00+00:00,
19.6,20.58,2025-01-01 15:30:00+00:00,2025-01-01 16:00:00+00:00,
33.26,34.923,2025-01-01 16:00:00+00:00,2025-01-01 16:30:00+00:00,
34.8,36.54,2025-01-01 16:30:00+00:00,2025-01-01 17:00:00+00:00,
36.85,38.6925,2025-01-01 17:00:00+00:00,2025-01-01 17:30:00+00:00,
36.32,38.136,2025-01-01 17:30:00+00:00,2025-01-01 18:00:00+00:00,
36.31,38.1255,2025-01-01 18:00:00+00:00,2025-01-01 18:30:00+00:00,
35.51,37.2855,2025-01-01 18:30:00+00:00,2025-01-01 19:00:00+00:00,
23.46,24.633,2025-01-01 19:00:00+00:00,2025-01-01 19:30:00+00:00,
20.7,21.735,2025-01-01 19:30:00+00:00,2025-01-01 20:00:00+00:00,
22.4,23.52,2025-01-01 20:00:00+00:00,2025-01-01 20:30:00+00:00,
18.8,19.74,2025-01-01 20:30:00+00:00,2025-01-01 21:00:00+00:00,
19.6,20.58,2025-01-01 21:00:00+00:00,2025-01-01 21:30:00+00:00,
19.4,20.37,2025-01-01 21:30:00+00:00,2025-01-01 22:00:00+00:00,
19.2,20.16,2025-01-01 22:00:00+00:00,2025-01-01 22:30:00+00:00,
13.0,13.65,2025-01-01 22:30:00+00:00,2025-01-01 23:00:00+00:00,
20.6,21.63,2025-01-01 23:00:00+00:00,2025-01-01 23:30:00+00:00,
17.28,18.144,2025-01-01 23:30:00+00:00,2025-01-02 00:00:00+00:00,
20.0,21.0,2025-01-02 00:00:00+00:00,2025-01-02 00:30:00+00:00,
25.27,26.5335,2025-01-02 00:30:00+00:00,2025-01-02 01:00:00+00:00,
21.18,22.239,2025-01-02 01:00:00+00:00,2025-01-02 01:30:00+00:00,
20.0,21.0,2025-01-02 01:30:00+00:00,2025-01-02 02:00:00+00:00,
19.5,20.475,2025-01-02 02:00:00+00:00,2025-01-02 02:30:00+00:00,
18.67,19.6035,2025-01-02 02:30:00+00:00,2025-01-02 03:00:00+00:00,
18.4,19.32,2025-01-02 03:00:00+00:00,2025-01-02 03:30:00+00:00,
17.0,17.85,2025-01-02 03:30:00+00:00,2025-01-02 04:00:00+00:00,
17.6,18.48,2025-01-02 04:00:00+00:00,2025-01-02 04:30:00+00:00,
15.0,15.75,2025-01-02 04:30:00+00:00,2025-01-02 05:00:00+00:00,
17.0,17.85,2025-01-02 05:00:00+00:00,2025-01-02 05:30:00+00:00,
17.4,18.27,2025-01-02 05:30:00+00:00,2025-01-02 06:00:00+00:00,
18.98,19.929,2025-01-02 06:00:00+00:00,2025-01-02 06:30:00+00:00,
19.4,20.37,2025-01-02 06:30:00+00:00,2025-01-02 07:00:00+00:00,
21.54,22.617,2025-01-02 07:00:00+00:00,2025-01-02 07:30:00+00:00,
23.0,24.15,2025-01-02 07:30:00+00:00,2025-01-02 08:00:00+00:00,
23.2,24.36,2025-01-02 08:00:00+00:00,2025-01-02 08:30:00+00:00,
24.4,25.62,2025-01-02 08:30:00+00:00,2025-01-02 09:00:00+00:00,
22.92,24.066,2025-01-02 09:00:00+00:00,2025-01-02 09:30:00+00:00,
22.92,24.066,2025-01-02 09:30:00+00:00,2025-01-02 10:00:00+00:00,
20.8,21.84,2025-01-02 10:00:00+00:00,2025-01-02 10:30:00+00:00,
19.12,20.076,2025-01-02 10:30:00+00:00,2025-01-02 11:00:00+00:00,
20.44,21.462,2025-01-02 11:00:00+00:00,2025-01-02 11:30:00+00:00,
19.99,20.9895,2025-01-02 11:30:00+00:00,2025-01-02 12:00:00+00:00,
19.21,20.1705,2025-01-02 12:00:00+00:00,2025-01-02 12:30:00+00:00,
19.2,20.16,2025-01-02 12:30:00+00:00,2025-01-02 13:00:00+00:00,
20.06,21.063,2025-01-02 13:00:00+00:00,2025-01-02 13:30:00+00:00,
19.4,20.37,2025-01-02 13:30:00+00:00,2025-01-02 14:00:00+00:00,
20.26,21.273,2025-01-02 14:00:00+00:00,2025-01-02 14:30:00+00:00,
22.34,23.457,2025-01-02 14:30:00+00:00,2025-01-02 15:00:00+00:00,
21.12,22.176,2025-01-02 15:00:00+00:00,2025-01-02 15:30:00+00:00,
26.04,27.342,2025-01-02 15:30:00+00:00,2025-01-02 16:00:00+00:00,
35.68,37.464,2025-01-02 16:00:00+00:00,2025-01-02 16:30:00+00:00,
40.0,42.0,2025-01-02 16:30:00+00:00,2025-01-02 17:00:00+00:00,
36.84,38.682,2025-01-02 17:00:00+00:00,2025-01-02 17:30:00+00:00,
37.2,39.06,2025-01-02 17:30:00+00:00,2025-01-02 18:00:00+00:00,
36.31,38.1255,2025-01-02 18:00:00+00:00,2025-01-02 18:30:00+00:00,
35.2,36.96,2025-01-02 18:30:00+00:00,2025-01-02 19:00:00+00:00,
22.81,23.9505,2025-01-02 19:00:00+00:00,2025-01-02 19:30:00+00:00,
20.8,21.84,2025-01-02 19:30:00+00:00,2025-01-02 20:00:00+00:00,
21.66,22.743,2025-01-02 20:00:00+00:00,2025-01-02 20:30:00+00:00,
19.22,20.181,2025-01-02 20:30:00+00:00,2025-01-02 21:00:00+00:00,
21.2,22.26,2025-01-02 21:00:00+00:00,2025-01-02 21:30:00+00:00,
19.72,20.706,2025-01-02 21:30:00+00:00,2025-01-02 22:00:00+00:00,
21.31,22.3755,2025-01-02 22:00:00+00:00,2025-01-02 22:30:00+00:00,
19.0,19.95,2025-01-02 22:30:00+00:00,2025-01-02 23:00:00+00:00,
22.54,23.667,2025-01-02 23:00:00+00:00,2025-01-02 23:30:00+00:00,
20.3,21.315,2025-01-02 23:30:00+00:00,2025-01-03 00:00:00+00:00,
16.56,17.388,2025-01-03 00:00:00+00:00,2025-01-03 00:30:00+00:00,
21.2,22.26,2025-01-03 00:30:00+00:00,2025-01-03 01:00:00+00:00,
17.52,18.396,2025-01-03 01:00:00+00:00,2025-01-03 01:30:00+00:00,
17.15,18.0075,2025-01-03 01:30:00+00:00,2025-01-03 02:00:00+00:00,
18.1,19.005,2025-01-03 02:00:00+00:00,2025-01-03 02:30:00+00:00,
16.74,17.577,2025-01-03 02:30:00+00:00,2025-01-03 03:00:00+00:00,
17.5,18.375,2025-01-03 03:00:00+00:00,2025-01-03 03:30:00+00:00,
15.0,15.75,2025-01-03 03:30:00+00:00,2025-01-03 04:00:00+00:00,
17.22,18.081,2025-01-03 04:00:00+00:00,2025-01-03 04:30:00+00:00,
15.4,16.17,2025-01-03 04:30:00+00:00,2025-01-03 05:00:00+00:00,
17.86,18.753,2025-01-03 05:00:00+00:00,2025-01-03 05:30:00+00:00,
17.52,18.396,2025-01-03 05:30:00+00:00,2025-01-03 06:00:00+00:00,
20.5,21.525,2025-01-03 06:00:00+00:00,2025-01-03 06:30:00+00:00,
19.47,20.4435,2025-01-03 06:30:00+00:00,2025-01-03 07:00:00+00:00,
19.38,20.349,2025-01-03 07:00:00+00:00,2025-01-03 07:30:00+00:00,
21.58,22.659,2025-01-03 07:30:00+00:00,2025-01-03 08:00:00+00:00,
22.12,23.226,2025-01-03 08:00:00+00:00,2025-01-03 08:30:00+00:00,
24.0,25.2,2025-01-03 08:30:00+00:00,2025-01-03 09:00:00+00:00,
22.8,23.94,2025-01-03 09:00:00+00:00,2025-01-03 09:30:00+00:00,
23.45,24.6225,2025-01-03 09:30:00+00:00,2025-01-03 10:00:00+00:00,
20.67,21.7035,2025-01-03 10:00:00+00:00,2025-01-03 10:30:00+00:00,
20.08,21.084,2025-01-03 10:30:00+00:00,2025-01-03 11:00:00+00:00,
20.77,21.8085,2025-01-03 11:00:00+00:00,2025-01-03 11:30:00+00:00,
20.13,21.1365,2025-01-03 11:30:00+00:00,2025-01-03 12:00:00+00:00,
19.62,20.601,2025-01-03 12:00:00+00:00,2025-01-03 12:30:00+00:00,
19.7,20.685,2025-01-03 12:30:00+00:00,2025-01-03 13:00:00+00:00,
19.38,20.349,2025-01-03 13:00:00+00:00,2025-01-03 13:30:00+00:00,
19.0,19.95,2025-01-03 13:30:00+00:00,2025-01-03 14:00:00+00:00,
19.92,20.916,2025-01-03 14:00:00+00:00,2025-01-03 14:30:00+00:00,
19.2,20.16,2025-01-03 14:30:00+00:00,2025-01-03 15:00:00+00:00,
22.7,23.835,2025-01-03 15:00:00+00:00,2025-01-03 15:30:00+00:00,
21.49,22.5645,2025-01-03 15:30:00+00:00,2025-01-03 16:00:00+00:00,
36.02,37.821,2025-01-03 16:00:00+00:00,2025-01-03 16:30:00+00:00,
40.8,42.84,2025-01-03 16:30:00+00:00,2025-01-03 17:00:00+00:00,
37.6,39.48,2025-01-03 17:00:00+00:00,2025-01-03 17:30:00+00:00,
39.38,41.349,2025-01-03 17:30:00+00:00,2025-01-03 18:00:00+00:00,
40.48,42.504,2025-01-03 18:00:00+00:00,2025-01-03 18:30:00+00:00,
39.52,41.496,2025-01-03 18:30:00+00:00,2025-01-03 19:00:00+00:00,
28.68,30.114,2025-01-03 19:00:00+00:00,2025-01-03 19:30:00+00:00,
27.2,28.56,2025-01-03 19:30:00+00:00,2025-01-03 20:00:00+00:00,
28.0,29.4,2025-01-03 20:00:00+00:00,2025-01-03 20:30:00+00:00,
24.2,25.41,2025-01-03 20:30:00+00:00,2025-01-03 21:00:00+00:00,
23.58,24.759,2025-01-03 21:00:00+00:00,2025-01-03 21:30:00+00:00,
21.58,22.659,2025-01-03 21:30:00+00:00,2025-01-03 22:00:00+00:00,
22.08,23.184,2025-01-03 22:00:00+00:00,2025-01-03 22:30:00+00:00,
21.58,22.659,2025-01-03 22:30:00+00:00,2025-01-03 23:00:00+00:00,
23.0,24.15,2025-01-03 23:00:00+00:00,2025-01-03 23:30:00+00:00,
20.62,21.651,2025-01-03 23:30:00+00:00,2025-01-04 00:00:00+00:00,
20.2,21.21,2025-01-04 00:00:00+00:00,2025-01-04 00:30:00+00:00,
24.41,25.6305,2025-01-04 00:30:00+00:00,2025-01-04 01:00:00+00:00,
22.4,23.52,2025-01-04 01:00:00+00:00,2025-01-04 01:30:00+00:00,
20.8,21.84,2025-01-04 01:30:00+00:00,2025-01-04 02:00:00+00:00,
19.0,19.95,2025-01-04 02:00:00+00:00,2025-01-04 02:30:00+00:00,
19.0,19.95,2025-01-04 02:30:00+00:00,2025-01-04 03:00:00+00:00,
19.19,20.1495,2025-01-04 03:00:00+00:00,2025-01-04 03:30:00+00:00,
18.6,19.53,2025-01-04 03:30:00+00:00,2025-01-04 04:00:00+00:00,
18.6,19.53,2025-01-04 04:00:00+00:00,2025-01-04 04:30:00+00:00,
18.6,19.53,2025-01-04 04:30:00+00:00,2025-01-04 05:00:00+00:00,
19.42,20.391,2025-01-04 05:00:00+00:00,2025-01-04 05:30:00+00:00,
19.0,19.95,2025-01-04 05:30:00+00:00,2025-01-04 06:00:00+00:00,
19.82,20.811,2025-01-04 06:00:00+00:00,2025-01-04 06:30:00+00:00,
20.54,21.567,2025-01-04 06:30:00+00:00,2025-01-04 07:00:00+00:00,
21.0,22.05,2025-01-04 07:00:00+00:00,2025-01-04 07:30:00+00:00,
22.61,23.7405,2025-01-04 07:30:00+00:00,2025-01-04 08:00:00+00:00,
22.0,23.1,2025-01-04 08:00:00+00:00,2025-01-04 08:30:00+00:00,
23.13,24.2865,2025-01-04 08:30:00+00:00,2025-01-04 09:00:00+00:00,
21.7,22.785,2025-01-04 09:00:00+00:00,2025-01-04 09:30:00+00:00,
22.19,23.2995,2025-01-04 09:30:00+00:00,2025-01-04 10:00:00+00:00,
22.4,23.52,2025-01-04 10:00:00+00:00,2025-01-04 10:30:00+00:00,
22.68,23.814,2025-01-04 10:30:00+00:00,2025-01-04 11:00:00+00:00,
23.34,24.507,2025-01-04 11:00:00+00:00,2025-01-04 11:30:00+00:00,
22.9,24.045,2025-01-04 11:30:00+00:00,2025-01-04 12:00:00+00:00,
23.5,24.675,2025-01-04 12:00:00+00:00,2025-01-04 12:30:00+00:00,
23.68,24.864,2025-01-04 12:30:00+00:00,2025-01-04 13:00:00+00:00,
25.6,26.88,2025-01-04 13:00:00+00:00,2025-01-04 13:30:00+00:00,
23.28,24.444,2025-01-04 13:30:00+00:00,2025-01-04 14:00:00+00:00,
25.34,26.607,2025-01-04 14:00:00+00:00,2025-01-04 14:30:00+00:00,
24.8,26.04,2025-01-04 14:30:00+00:00,2025-01-04 15:00:00+00:00,
24.37,25.5885,2025-01-04 15:00:00+00:00,2025-01-04 15:30:00+00:00,
24.97,26.2185,2025-01-04 15:30:00+00:00,2025-01-04 16:00:00+00:00,
38.24,40.152,2025-01-04 16:00:00+00:00,2025-01-04 16:30:00+00:00,
40.8,42.84,2025-01-04 16:30:00+00:00,2025-01-04 17:00:00+00:00,
40.48,42.504,2025-01-04 17:00:00+00:00,2025-01-04 17:30:00+00:00,
40.48,42.504,2025-01-04 17:30:00+00:00,2025-01-04 18:00:00+00:00,
38.55,40.4775,2025-01-04 18:00:00+00:00,2025-01-04 18:30:00+00:00,
36.68,38.514,2025-01-04 18:30:00+00:00,2025-01-04 19:00:00+00:00,
23.0,24.15,2025-01-04 19:00:00+00:00,2025-01-04 19:30:00+00:00,
21.01,22.0605,2025-01-04 19:30:00+00:00,2025-01-04 20:00:00+00:00,
20.74,21.777,2025-01-04 20:00:00+00:00,2025-01-04 20:30:00+00:00,
21.02,22.071,2025-01-04 20:30:00+00:00,2025-01-04 21:00:00+00:00,
20.65,21.6825,2025-01-04 21:00:00+00:00,2025-01-04 21:30:00+00:00,
20.99,22.0395,2025-01-04 21:30:00+00:00,2025-01-04 22:00:00+00:00,
20.2,21.21,2025-01-04 22:00:00+00:00,2025-01-04 22:30:00+00:00,
20.2,21.21,2025-01-04 22:30:00+00:00,2025-01-04 23:00:00+00:00,
22.85,23.9925,2025-01-04 23:00:00+00:00,2025-01-04 23:30:00+00:00,
21.0,22.05,2025-01-04 23:30:00+00:00,2025-01-05 00:00:00+00:00,
17.6,18.48,2025-01-05 00:00:00+00:00,2025-01-05 00:30:00+00:00,
22.4,23.52,2025-01-05 00:30:00+00:00,2025-01-05 01:00:00+00:00,
20.92,21.966,2025-01-05 01:00:00+00:00,2025-01-05 01:30:00+00:00,
19.26,20.223,2025-01-05 01:30:00+00:00,2025-01-05 02:00:00+00:00,
17.44,18.312,2025-01-05 02:00:00+00:00,2025-01-05 02:30:00+00:00,
16.6,17.43,2025-01-05 02:30:00+00:00,2025-01-05 03:00:00+00:00,
15.6,16.38,2025-01-05 03:00:00+00:00,2025-01-05 03:30:00+00:00,
14.0,14.7,2025-01-05 03:30:00+00:00,2025-01-05 04:00:00+00:00,
14.6,15.33,2025-01-05 04:00:00+00:00,2025-01-05 04:30:00+00:00,
14.0,14.7,2025-01-05 04:30:00+00:00,2025-01-05 05:00:00+00:00,
14.0,14.7,2025-01-05 05:00:00+00:00,2025-01-05 05:30:00+00:00,
14.27,14.9835,2025-01-05 05:30:00+00:00,2025-01-05 06:00:00+00:00,
15.0,15.75,2025-01-05 06:00:00+00:00,2025-01-05 06:30:00+00:00,
16.46,17.283,2025-01-05 06:30:00+00:00,2025-01-05 07:00:00+00:00,
16.86,17.703,2025-01-05 07:00:00+00:00,2025-01-05 07:30:00+00:00,
18.92,19.866,2025-01-05 07:30:00+00:00,2025-01-05 08:00:00+00:00,
19.6,20.58,2025-01-05 08:00:00+00:00,2025-01-05 08:30:00+00:00,
20.4,21.42,2025-01-05 08:30:00+00:00,2025-01-05 09:00:00+00:00,
20.51,21.5355,2025-01-05 09:00:00+00:00,2025-01-05 09:30:00+00:00,
20.18,21.189,2025-01-05 09:30:00+00:00,2025-01-05 10:00:00+00:00,
20.19,21.1995,2025-01-05 10:00:00+00:00,2025-01-05 10:30:00+00:00,
21.02,22.071,2025-01-05 10:30:00+00:00,2025-01-05 11:00:00+00:00,
21.43,22.5015,2025-01-05 11:00:00+00:00,2025-01-05 11:30:00+00:00,
20.0,21.0,2025-01-05 11:30:00+00:00,2025-01-05 12:00:00+00:00,
18.66,19.593,2025-01-05 12:00:00+00:00,2025-01-05 12:30:00+00:00,
22.56,23.688,2025-01-05 12:30:00+00:00,2025-01-05 13:00:00+00:00,
22.55,23.6775,2025-01-05 13:00:00+00:00,2025-01-05 13:30:00+00:00,
22.57,23.6985,2025-01-05 13:30:00+00:00,2025-01-05 14:00:00+00:00,
21.2,22.26,2025-01-05 14:00:00+00:00,2025-01-05 14:30:00+00:00,
21.17,22.2285,2025-01-05 14:30:00+00:00,2025-01-05 15:00:00+00:00,
21.81,22.9005,2025-01-05 15:00:00+00:00,2025-01-05 15:30:00+00:00,
22.4,23.52,2025-01-05 15:30:00+00:00,2025-01-05 16:00:00+00:00,
35.68,37.464,2025-01-05 16:00:00+00:00,2025-01-05 16:30:00+00:00,
37.6,39.48,2025-01-05 16:30:00+00:00,2025-01-05 17:00:00+00:00,
37.14,38.997,2025-01-05 17:00:00+00:00,2025-01-05 17:30:00+00:00,
37.14,38.997,2025-01-05 17:30:00+00:00,2025-01-05 18:00:00+00:00,
34.52,36.246,2025-01-05 18:00:00+00:00,2025-01-05 18:30:00+00:00,
33.46,35.133,2025-01-05 18:30:00+00:00,2025-01-05 19:00:00+00:00,
21.6,22.68,2025-01-05 19:00:00+00:00,2025-01-05 19:30:00+00:00,
23.91,25.1055,2025-01-05 19:30:00+00:00,2025-01-05 20:00:00+00:00,
20.9,21.945,2025-01-05 20:00:00+00:00,2025-01-05 20:30:00+00:00,
19.3,20.265,2025-01-05 20:30:00+00:00,2025-01-05 21:00:00+00:00,
20.0,21.0,2025-01-05 21:00:00+00:00,2025-01-05 21:30:00+00:00,
18.84,19.782,2025-01-05 21:30:00+00:00,2025-01-05 22:00:00+00:00,
15.4,16.17,2025-01-05 22:00:00+00:00,2025-01-05 22:30:00+00:00,
10.0,10.5,2025-01-05 22:30:00+00:00,2025-01-05 23:00:00+00:00,
18.8,19.74,2025-01-05 23:00:00+00:00,2025-01-05 23:30:00+00:00,
13.38,14.049,2025-01-05 23:30:00+00:00,2025-01-06 00:00:00+00:00,
10.8,11.34,2025-01-06 00:00:00+00:00,2025-01-06 00:30:00+00:00,
16.72,17.556,2025-01-06 00:30:00+00:00,2025-01-06 01:00:00+00:00,
10.75,11.2875,2025-01-06 01:00:00+00:00,2025-01-06 01:30:00+00:00,
6.0,6.3,2025-01-06 01:30:00+00:00,2025-01-06 02:00:00+00:00,
5.06,5.313,2025-01-06 02:00:00+00:00,2025-01-06 02:30:00+00:00,
1.8,1.89,2025-01-06 02:30:00+00:00,2025-01-06 03:00:00+00:00,
5.6,5.88,2025-01-06 03:00:00+00:00,2025-01-06 03:30:00+00:00,
2.88,3.024,2025-01-06 03:30:00+00:00,2025-01-06 04:00:00+00:00,
7.2,7.56,2025-01-06 04:00:00+00:00,2025-01-06 04:30:00+00:00,
4.8,5.04,2025-01-06 04:30:00+00:00,2025-01-06 05:00:00+00:00,
5.0,5.25,2025-01-06 05:00:00+00:00,2025-01-06 05:30:00+00:00,
9.6,10.08,2025-01-06 05:30:00+00:00,2025-01-06 06:00:00+00:00,
15.45,16.2225,2025-01-06 06:00:00+00:00,2025-01-06 06:30:00+00:00,
19.83,20.8215,2025-01-06 06:30:00+00:00,2025-01-06 07:00:00+00:00,
20.6,21.63,2025-01-06 07:00:00+00:00,2025-01-06 07:30:00+00:00,
19.0,19.95,2025-01-06 07:30:00+00:00,2025-01-06 08:00:00+00:00,
21.28,22.344,2025-01-06 08:00:00+00:00,2025-01-06 08:30:00+00:00,
19.0,19.95,2025-01-06 08:30:00+00:00,2025-01-06 09:00:00+00:00,
20.0,21.0,2025-01-06 09:00:00+00:00,2025-01-06 09:30:00+00:00,
20.59,21.6195,2025-01-06 09:30:00+00:00,2025-01-06 10:00:00+00:00,
21.0,22.05,2025-01-06 10:00:00+00:00,2025-01-06 10:30:00+00:00,
20.99,22.0395,2025-01-06 10:30:00+00:00,2025-01-06 11:00:00+00:00,
20.2,21.21,2025-01-06 11:00:00+00:00,2025-01-06 11:30:00+00:00,
19.0,19.95,2025-01-06 11:30:00+00:00,2025-01-06 12:00:00+00:00,
19.7,20.685,2025-01-06 12:00:00+00:00,2025-01-06 12:30:00+00:00,
19.78,20.769,2025-01-06 12:30:00+00:00,2025-01-06 13:00:00+00:00,
19.2,20.16,2025-01-06 13:00:00+00:00,2025-01-06 13:30:00+00:00,
19.62,20.601,2025-01-06 13:30:00+00:00,2025-01-06 14:00:00+00:00,
19.54,20.517,2025-01-06 14:00:00+00:00,2025-01-06 14:30:00+00:00,
20.3,21.315,2025-01-06 14:30:00+00:00,2025-01-06 15:00:00+00:00,
18.0,18.9,2025-01-06 15:00:00+00:00,2025-01-06 15:30:00+00:00,
19.2,20.16,2025-01-06 15:30:00+00:00,2025-01-06 16:00:00+00:00,
32.0,33.6,2025-01-06 16:00:00+00:00,2025-01-06 16:30:00+00:00,
37.1,38.955,2025-01-06 16:30:00+00:00,2025-01-06 17:00:00+00:00,
36.0,37.8,2025-01-06 17:00:00+00:00,2025-01-06 17:30:00+00:00,
36.86,38.703,2025-01-06 17:30:00+00:00,2025-01-06 18:00:00+00:00,
36.0,37.8,2025-01-06 18:00:00+00:00,2025-01-06 18:30:00+00:00,
34.2,35.91,2025-01-06 18:30:00+00:00,2025-01-06 19:00:00+00:00,
23.6,24.78,2025-01-06 19:00:00+00:00,2025-01-06 19:30:00+00:00,
20.4,21.42,2025-01-06 19:30:00+00:00,2025-01-06 20:00:00+00:00,
21.13,22.1865,2025-01-06 20:00:00+00:00,2025-01-06 20:30:00+00:00,
20.2,21.21,2025-01-06 20:30:00+00:00,2025-01-06 21:00:00+00:00,
19.0,19.95,2025-01-06 21:00:00+00:00,2025-01-06 21:30:00+00:00,
20.6,21.63,2025-01-06 21:30:00+00:00,2025-01-06 22:00:00+00:00,
19.32,20.286,2025-01-06 22:00:00+00:00,2025-01-06 22:30:00+00:00,
17.08,17.934,2025-01-06 22:30:00+00:00,2025-01-06 23:00:00+00:00,
16.0,16.8,2025-01-06 23:00:00+00:00,2025-01-06 23:30:00+00:00,
15.0,15.75,2025-01-06 23:30:00+00:00,2025-01-07 00:00:00+00:00,
16.86,17.703,2025-01-07 00:00:00+00:00,2025-01-07 00:30:00+00:00,
20.04,21.042,2025-01-07 00:30:00+00:00,2025-01-07 01:00:00+00:00,
17.84,18.732,2025-01-07 01:00:00+00:00,2025-01-07 01:30:00+00:00,
16.4,17.22,2025-01-07 01:30:00+00:00,2025-01-07 02:00:00+00:00,
17.0,17.85,2025-01-07 02:00:00+00:00,2025-01-07 02:30:00+00:00,
16.08,16.884,2025-01-07 02:30:00+00:00,2025-01-07 03:00:00+00:00,
17.0,17.85,2025-01-07 03:00:00+00:00,2025-01-07 03:30:00+00:00,
16.4,17.22,2025-01-07 03:30:00+00:00,2025-01-07 04:00:00+00:00,
15.6,16.38,2025-01-07 04:00:00+00:00,2025-01-07 04:30:00+00:00,
11.86,12.453,2025-01-07 04:30:00+00:00,2025-01-07 05:00:00+00:00,
16.22,17.031,2025-01-07 05:00:00+00:00,2025-01-07 05:30:00+00:00,
16.74,17.577,2025-01-07 05:30:00+00:00,2025-01-07 06:00:00+00:00,
18.98,19.929,2025-01-07 06:00:00+00:00,2025-01-07 06:30:00+00:00,
18.96,19.908,2025-01-07 06:30:00+00:00,2025-01-07 07:00:00+00:00,
22.76,23.898,2025-01-07 07:00:00+00:00,2025-01-07 07:30:00+00:00,
20.6,21.63,2025-01-07 07:30:00+00:00,2025-01-07 08:00:00+00:00,
23.64,24.822,2025-01-07 08:00:00+00:00,2025-01-07 08:30:00+00:00,
23.88,25.074,2025-01-07 08:30:00+00:00,2025-01-07 09:00:00+00:00,
25.12,26.376,2025-01-07 09:00:00+00:00,2025-01-07 09:30:00+00:00,
24.96,26.208,2025-01-07 09:30:00+00:00,2025-01-07 10:00:00+00:00,
23.2,24.36,2025-01-07 10:00:00+00:00,2025-01-07 10:30:00+00:00,
21.6,22.68,2025-01-07 10:30:00+00:00,2025-01-07 11:00:00+00:00,
19.36,20.328,2025-01-07 11:00:00+00:00,2025-01-07 11:30:00+00:00,
18.9,19.845,2025-01-07 11:30:00+00:00,2025-01-07 12:00:00+00:00,
18.72,19.656,2025-01-07 12:00:00+00:00,2025-01-07 12:30:00+00:00,
19.08,20.034,2025-01-07 12:30:00+00:00,2025-01-07 13:00:00+00:00,
18.18,19.089,2025-01-07 13:00:00+00:00,2025-01-07 13:30:00+00:00,
18.72,19.656,2025-01-07 13:30:00+00:00,2025-01-07 14:00:00+00:00,
19.0,19.95,2025-01-07 14:00:00+00:00,2025-01-07 14:30:00+00:00,
18.74,19.677,2025-01-07 14:30:00+00:00,2025-01-07 15:00:00+00:00,
20.16,21.168,2025-01-07 15:00:00+00:00,2025-01-07 15:30:00+00:00,
23.29,24.4545,2025-01-07 15:30:00+00:00,2025-01-07 16:00:00+00:00,
34.49,36.2145,2025-01-07 16:00:00+00:00,2025-01-07 16:30:00+00:00,
37.4,39.27,2025-01-07 16:30:00+00:00,2025-01-07 17:00:00+00:00,
35.42,37.191,2025-01-07 17:00:00+00:00,2025-01-07 17:30:00+00:00,
