index,SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
814,17-JAN-2024,47,30627,32396,27961,1222,6488,0,16828,0,8,1513,1485,-4,-166,-450,-531,80,-5,526,-5,0
815,17-JAN-2024,48,29311,31132,26774,1175,6488,0,16831,0,105,1506,1510,-4,-151,-450,-511,85,20,508,0,0
816,18-JAN-2024,1,28650,31023,26207,1178,6488,0,16831,0,866,1370,1587,-4,102,-450,-453,292,325,458,0,0
817,18-JAN-2024,2,29456,31877,26916,1181,6488,0,16831,0,1000,1331,1598,-4,110,-450,-367,300,339,460,0,0
818,18-JAN-2024,3,29248,32072,26618,1197,6488,0,16831,0,1280,1349,1889,-4,201,-450,-490,340,49,638,0,0
819,18-JAN-2024,4,28910,31659,26316,1213,6488,0,16831,0,1187,1733,1905,-4,203,-450,-508,340,12,653,0,0
820,18-JAN-2024,5,28634,31491,26047,1227,6488,0,16831,0,1261,1354,1956,-4,-97,-450,-379,-63,-3,812,0,0
821,18-JAN-2024,6,28202,30882,25701,1240,6488,0,16831,0,1083,1052,1957,-4,-104,-450,-350,-79,-10,827,0,0
822,18-JAN-2024,7,27820,30931,25289,1246,6488,0,16831,0,1301,747,1887,-4,-277,-450,-422,105,-57,960,0,0
823,18-JAN-2024,8,27521,30796,25068,1251,6488,0,16831,0,1436,721,1887,-4,-290,-450,-387,111,-93,968,-15,0
824,18-JAN-2024,9,27323,31298,24900,1283,6488,0,16831,0,1129,1108,1995,-4,-268,-450,-339,-82,-471,969,-632,0
825,18-JAN-2024,10,27211,31218,24680,1315,6488,0,16831,0,1015,897,2001,-4,-276,-448,-331,-92,-548,969,-693,0
826,18-JAN-2024,11,27602,32852,25067,1335,6488,0,16831,0,368,1537,1866,-4,-905,-380,-179,-534,-934,982,-1346,0
827,18-JAN-2024,12,28875,34050,26140,1354,6488,0,16831,0,67,1399,1852,-4,-931,-445,-180,-553,-1011,980,-1384,0
828,18-JAN-2024,13,31816,36238,28886,1330,6488,0,16831,0,13,1660,1545,-4,-274,-450,-273,-322,-1390,870,-1096,0
829,18-JAN-2024,14,35023,39278,31918,1306,6488,0,16831,0,12,1548,1544,-4,-235,-450,-152,-313,-1406,867,-1083,0
830,18-JAN-2024,15,38321,42063,34893,1317,6488,0,16831,0,12,1744,1972,-4,-106,-383,-220,-12,-1011,991,-1394,0
831,18-JAN-2024,16,40073,43785,36481,1327,6488,0,16831,0,10,1842,2005,-4,-104,-298,-371,0,-932,1000,-1393,0
832,18-JAN-2024,17,41443,44055,37756,1344,6488,30,16831,0,7,1217,2005,-4,96,-421,-507,154,-546,999,-527,0
833,18-JAN-2024,18,41498,44007,37770,1361,6488,558,16831,0,9,1088,2004,-4,102,-451,-530,177,-472,998,-443,0
834,18-JAN-2024,19,42798,44549,38961,1386,6488,1912,16831,0,13,1249,2003,-4,639,-451,-531,954,-152,949,420,0
835,18-JAN-2024,20,42451,44195,38635,1410,6488,3384,16831,0,16,1155,2001,-4,730,-450,-531,1000,-143,944,465,0
836,18-JAN-2024,21,41426,43604,37693,1428,6488,4486,16831,0,9,1281,1924,-4,849,-450,-531,790,-524,897,-60,0
837,18-JAN-2024,22,40721,43004,37019,1445,6488,5337,16831,0,11,1197,1914,-4,854,-450,-531,782,-602,891,-85,0
838,18-JAN-2024,23,39730,42309,36140,1494,6488,5915,16831,0,8,1153,1721,-4,728,-450,-530,524,-987,808,241,0
839,18-JAN-2024,24,39185,41839,35635,1542,6488,6292,16831,0,7,1161,1710,-4,726,-450,-530,515,-1063,799,258,0
840,18-JAN-2024,25,38870,41942,35334,1615,6488,6518,16831,0,7,1359,1782,-4,858,-450,-530,330,-1408,663,-73,0
841,18-JAN-2024,26,38827,41951,35215,1687,6488,6448,16831,0,6,1293,1787,-4,860,-450,-531,316,-1451,645,-82,0
842,18-JAN-2024,27,38293,41623,34833,1714,6488,6025,16831,0,6,1650,1785,-4,372,-450,-531,-288,-1451,304,459,0
843,18-JAN-2024,28,38282,41644,34839,1740,6488,5432,16831,0,8,1689,1783,-4,337,-450,-531,-318,-1451,289,482,0
844,18-JAN-2024,29,38214,41998,34997,1717,6488,4568,16831,0,10,1963,1647,-4,-328,-450,-530,-243,-1452,524,-167,0
845,18-JAN-2024,30,39323,43175,35734,1694,6488,3489,16831,0,12,2161,1641,-4,-366,-450,-530,-241,-1433,542,-216,0
846,18-JAN-2024,31,39442,42851,36300,1710,6488,2137,16831,0,12,2498,1653,-4,-431,-450,-530,-9,-1180,624,-193,0
847,18-JAN-2024,32,41118,44440,37861,1725,6488,704,16831,0,7,2617,1644,-4,-434,-450,-531,0,-1118,621,-178,0
848,18-JAN-2024,33,42618,45444,39239,1781,6488,52,16831,0,6,2582,1413,-4,-506,-450,-531,205,-729,339,286,0
849,18-JAN-2024,34,43838,46588,40217,1837,6488,0,16831,0,6,2407,1376,-4,-508,-450,-531,212,-651,311,328,0
850,18-JAN-2024,35,44698,47291,40995,1852,6488,0,16831,0,5,2672,702,-4,-617,-450,-531,-87,-268,-31,772,0
851,18-JAN-2024,36,44961,47507,41130,1867,6488,0,16831,0,5,2300,655,-4,-578,-450,-531,-99,-226,-53,807,0
852,18-JAN-2024,37,44771,46993,41031,1850,6488,0,16831,0,5,2289,540,-4,643,-450,-530,-311,-294,-28,1049,0
853,18-JAN-2024,38,44757,46975,41038,1833,6488,0,16831,0,9,2071,531,-4,777,-450,-531,-315,-282,-27,1073,0
854,18-JAN-2024,39,44456,46125,40757,1790,6488,0,16831,0,21,1446,566,-4,946,-450,-531,138,-35,-28,1360,0
855,18-JAN-2024,40,43222,44852,39644,1747,6488,0,16831,0,14,990,568,-4,953,-450,-531,158,-3,-28,1376,0
856,18-JAN-2024,41,41650,43272,38066,1710,6488,0,16831,0,11,822,546,-4,953,-450,-530,176,14,-27,1247,0
857,18-JAN-2024,42,40152,41776,36632,1672,6488,0,16831,0,11,1174,552,-4,953,-450,-531,176,45,-28,1234,0
858,18-JAN-2024,43,38767,40549,35521,1648,6488,0,16831,0,10,1431,750,-4,906,-450,-531,-158,419,-29,1285,0
859,18-JAN-2024,44,36771,38563,33858,1623,6488,0,16831,0,8,1434,763,-4,905,-450,-530,-171,453,-29,1282,0
860,18-JAN-2024,45,34472,36550,31761,1620,6488,0,16831,0,8,1842,771,-4,716,-450,-531,-456,300,-29,851,0
861,18-JAN-2024,46,32602,34700,30107,1617,6488,0,16831,0,12,2568,750,-4,708,-450,-531,-467,311,-34,824,0
862,18-JAN-2024,47,30462,32607,28185,1611,6488,0,16831,0,29,2862,-84,-4,756,-423,-531,-251,683,-223,956,0
863,18-JAN-2024,48,29173,31657,27067,1605,6488,0,16835,0,354,3215,-144,-4,759,-380,-531,-243,759,-228,971,0
864,19-JAN-2024,1,29008,31368,26987,1665,6488,0,16835,0,800,3278,68,-4,759,-380,-530,-46,1132,41,1145,0
865,19-JAN-2024,2,29225,32091,27257,1724,6488,0,16835,0,1350,3420,97,-4,759,-341,-531,-40,1164,58,1156,0
866,19-JAN-2024,3,28742,31997,26817,1772,6488,0,16835,0,1506,3727,548,-4,633,-330,-531,-284,975,24,1113,0
867,19-JAN-2024,4,28450,31674,26533,1820,6488,0,16835,0,1467,3627,567,-4,631,-330,-531,-292,932,21,1108,0
868,19-JAN-2024,5,28095,31108,26143,1882,6488,0,16835,0,1548,3635,345,-4,387,-330,-531,9,683,19,1152,0
869,19-JAN-2024,6,27832,30827,25916,1943,6488,0,16835,0,1530,3784,304,-4,376,-330,-531,21,635,19,1155,0
870,19-JAN-2024,7,27383,30823,25495,1983,6488,0,16835,0,1526,3902,-450,-3,556,-330,-531,176,412,24,1156,0
871,19-JAN-2024,8,27107,30607,25164,2022,6488,0,16835,0,1514,3812,-521,-4,563,-330,-531,177,371,16,1152,0
872,19-JAN-2024,9,26627,30609,24888,2064,6488,0,16835,0,1410,4339,-577,-3,516,-330,-458,-327,207,-277,932,0
873,19-JAN-2024,10,26745,30599,25000,2106,6488,0,16835,0,1211,4440,-600,-4,489,-330,-456,-353,174,-300,906,0
874,19-JAN-2024,11,27104,31260,25437,2147,6488,0,16835,0,317,4462,-1341,-4,3,-316,-318,-814,16,-446,578,0
875,19-JAN-2024,12,28366,32365,26665,2188,6488,0,16835,0,214,4578,-1384,-3,0,-331,-166,-833,-5,-463,550,0
876,19-JAN-2024,13,31163,35052,29303,2230,6488,0,16835,0,65,4719,-1189,-4,0,-271,-27,-955,-5,-773,398,0
877,19-JAN-2024,14,33683,37639,31713,2271,6488,0,16835,0,16,4477,-1188,-3,0,-340,-66,-958,-5,-780,400,0
878,19-JAN-2024,15,36546,40640,34306,2310,6488,0,16835,0,199,4290,-1697,-3,266,-446,-215,-593,-5,-336,931,0
879,19-JAN-2024,16,38338,42279,35942,2349,6488,0,16835,0,16,4264,-1718,-4,291,-450,-272,-579,23,-302,979,0
880,19-JAN-2024,17,40079,43601,37472,2406,6488,40,16835,0,12,4011,-1244,-3,394,-450,-406,-680,367,-127,1376,0
881,19-JAN-2024,18,40895,44340,38201,2463,6488,608,16835,0,12,3910,-1188,-3,400,-450,-394,-683,427,-115,1404,0
882,19-JAN-2024,19,41554,44422,38745,2518,6488,1893,16835,0,14,3722,-367,-3,802,-450,-508,-823,646,-103,1404,0
883,19-JAN-2024,20,40880,43722,38070,2572,6488,3180,16835,0,13,3772,-327,-4,854,-450,-518,-828,643,-102,1393,0
884,19-JAN-2024,21,39775,43154,36997,2637,6488,4119,16835,0,13,3743,-928,-3,817,-450,-400,-881,271,-104,949,0
885,19-JAN-2024,22,39014,42418,36211,2701,6488,4939,16835,0,12,3830,-971,-3,816,-450,-378,-883,210,-107,909,0
886,19-JAN-2024,23,38221,41409,35468,2807,6488,5430,16835,0,11,3961,-957,-3,942,-382,-240,-819,20,-176,591,0
887,19-JAN-2024,24,37744,40788,35019,2912,6488,5699,16835,0,11,4318,-955,-3,950,-234,-242,-816,5,-183,569,0
888,19-JAN-2024,25,37304,40494,34659,2970,6488,6034,16835,0,10,4508,-927,-3,975,-245,-380,-754,114,-271,589,0
889,19-JAN-2024,26,36746,39846,34150,3027,6488,5822,16835,0,11,4603,-927,-3,975,-226,-305,-752,131,-276,589,0
890,19-JAN-2024,27,36315,39445,33753,3009,6488,5570,16835,0,11,4654,-1006,-3,908,-317,-160,-768,178,-265,402,0
891,19-JAN-2024,28,36037,38983,33546,2991,6488,5016,16835,0,15,4866,-1011,-3,876,-208,-77,-768,172,-264,385,0
892,19-JAN-2024,29,36152,38644,33665,2928,6488,4159,16835,0,9,4927,-973,-3,430,-59,0,-555,16,-293,266,0
893,19-JAN-2024,30,36606,39039,34134,2865,6488,2946,16835,0,12,4973,-968,-3,429,68,0,-548,-5,-297,259,0
894,19-JAN-2024,31,37371,40046,34868,2792,6488,1677,16835,0,13,4985,-815,-3,671,163,0,-843,-5,-396,345,0
895,19-JAN-2024,32,38804,41469,36278,2718,6488,673,16835,0,11,5052,-800,-3,693,310,0,-852,26,-399,355,0
896,19-JAN-2024,33,40069,42030,37383,2726,6488,62,16835,0,8,4976,-606,-3,814,399,13,-472,400,-272,419,0
897,19-JAN-2024,34,41300,43234,38476,2733,6488,0,16835,0,10,4786,-598,-4,822,400,35,-458,476,-264,457,0
898,19-JAN-2024,35,42537,44715,39656,2752,6488,0,16835,0,7,4798,-888,-4,979,344,0,-438,849,-241,1337,0
899,19-JAN-2024,36,42547,44744,39646,2771,6488,0,16835,0,9,4931,-911,-4,990,289,0,-438,895,-235,1405,0
900,19-JAN-2024,37,42003,44304,39218,2794,6488,0,16835,0,9,5003,-1123,-4,1002,378,0,-493,895,-72,1405,0
901,19-JAN-2024,38,41320,43637,38644,2817,6488,0,16835,0,11,5078,-1142,-3,1003,399,74,-495,920,-66,1404,0
902,19-JAN-2024,39,40689,43319,38081,2849,6488,0,16835,0,19,5033,-1241,-4,982,383,58,-555,1231,-211,1339,0
903,19-JAN-2024,40,39189,41821,36752,2881,6488,0,16835,0,13,5025,-1234,-4,981,283,0,-557,1278,-224,1321,0
904,19-JAN-2024,41,37939,40469,35539,2934,6488,0,16835,0,8,5187,-822,-4,952,374,16,-778,1384,-318,923,0
905,19-JAN-2024,42,36460,38968,34175,2987,6488,0,16835,0,6,5250,-789,-4,951,399,110,-786,1397,-323,897,0
906,19-JAN-2024,43,34299,36508,32231,3032,6488,0,16835,0,11,4773,-690,-3,976,399,231,-645,1397,-260,960,0
907,19-JAN-2024,44,32765,34954,30785,3076,6488,0,16835,0,11,4713,-685,-3,976,399,305,-640,1391,-250,965,0
908,19-JAN-2024,45,31426,33604,29536,3143,6488,0,16835,0,11,4476,-831,-3,816,400,453,-654,1311,-79,813,0
909,19-JAN-2024,46,29387,31560,27703,3209,6488,0,16835,0,11,4288,-834,-3,813,399,504,-656,1308,-69,809,0
910,19-JAN-2024,47,27644,29911,26112,3360,6488,0,16835,0,11,4384,-575,-3,996,399,500,-973,1387,-105,1162,0
911,19-JAN-2024,48,26185,28450,24825,3510,6488,0,16865,0,8,4218,-562,-3,1003,400,504,-985,1397,-107,1181,0
912,20-JAN-2024,1,25934,27971,24632,3592,6488,0,16865,0,10,4171,-561,-3,1003,399,504,-778,1397,-85,917,0
913,20-JAN-2024,2,26399,28432,25014,3674,6488,0,16865,0,8,4193,-568,-3,1003,399,504,-771,1397,-83,903,0
914,20-JAN-2024,3,25792,28383,24447,3734,6488,0,16865,0,163,4155,-773,-3,1018,399,504,-1012,1397,-40,1156,0
915,20-JAN-2024,4,24963,28161,23797,3793,6488,0,16865,0,750,4174,-787,-3,1004,399,504,-1020,1373,-38,1175,0
916,20-JAN-2024,5,24540,27983,23421,3859,6488,0,16865,0,1029,4283,-729,-3,1001,399,504,-1020,1059,-62,1122,0
917,20-JAN-2024,6,24227,27842,23156,3925,6488,0,16865,0,1197,4447,-728,-3,1002,399,504,-1020,996,-67,1115,0
918,20-JAN-2024,7,23588,27391,22512,3990,6488,0,16865,0,1205,4423,-864,-3,966,399,504,-960,684,-171,1050,0
919,20-JAN-2024,8,23117,27026,22048,4054,6488,0,16865,0,1270,4494,-900,-3,964,399,504,-957,631,-179,1044,0
920,20-JAN-2024,9,22636,27399,21653,4104,6488,0,16865,0,1175,4741,-1852,-3,888,399,504,-901,442,-232,1001,0
921,20-JAN-2024,10,22313,27143,21301,4153,6488,0,16865,0,1167,4734,-1913,-3,879,399,504,-899,427,-248,990,0
922,20-JAN-2024,11,22341,27336,21339,4173,6488,0,16865,0,1157,4879,-1625,-3,670,399,504,-937,534,-673,741,0
923,20-JAN-2024,12,22627,27352,21569,4193,6488,0,16865,0,864,4773,-1613,-3,662,399,504,-938,574,-707,721,0
924,20-JAN-2024,13,23784,28147,22591,4229,6488,0,16865,0,33,4615,-1778,-3,424,399,497,-1018,922,-931,775,0
925,20-JAN-2024,14,24777,29145,23481,4265,6488,0,16865,0,17,4372,-1780,-3,422,399,383,-1021,955,-947,772,0
926,20-JAN-2024,15,26312,30285,24872,4287,6488,0,16865,0,14,4289,-1319,-3,308,363,239,-1020,838,-1017,419,0
927,20-JAN-2024,16,27341,31294,25838,4309,6488,0,16865,0,16,4354,-1293,-3,312,318,151,-1020,853,-1021,394,0
928,20-JAN-2024,17,28987,32941,27505,4325,6488,25,16865,0,10,4450,-1315,-3,839,188,37,-1021,1225,-1005,483,0
929,20-JAN-2024,18,30166,34080,28580,4341,6488,232,16865,0,8,4380,-1299,-3,865,224,118,-1020,1279,-984,496,0
930,20-JAN-2024,19,31361,33588,29641,4319,6488,561,16865,0,10,4194,-606,-3,753,103,24,-728,1384,-280,758,0
931,20-JAN-2024,20,31859,33938,30134,4296,6488,880,16865,0,10,4328,-556,-3,760,3,0,-687,1397,-223,777,0
932,20-JAN-2024,21,32930,34038,31043,4304,6488,1149,16865,0,8,4217,-365,-3,1002,-68,-64,272,1397,205,745,0
933,20-JAN-2024,22,33130,34309,31203,4311,6488,1579,16865,0,11,4547,-341,-3,1003,-156,-68,337,1396,232,741,0
934,20-JAN-2024,23,33390,34029,31319,4319,6488,1704,16865,0,11,4775,42,-3,848,-25,0,589,1397,186,741,0
935,20-JAN-2024,24,33668,34282,31521,4327,6488,1828,16865,0,11,5325,121,-3,847,120,31,597,1397,184,740,0
936,20-JAN-2024,25,33914,34526,31759,4325,6488,1886,16865,0,9,5175,1398,-3,894,73,0,281,1397,210,729,0
937,20-JAN-2024,26,33967,34577,31796,4323,6488,1627,16865,0,7,5445,1507,-3,896,17,7,268,1367,207,729,0
938,20-JAN-2024,27,33814,34424,31608,4286,6488,1501,16865,0,7,5387,1312,-3,855,145,99,456,995,59,729,0
939,20-JAN-2024,28,33913,34523,31576,4249,6488,1233,16865,0,7,5419,1298,-3,813,201,47,463,919,52,719,0
940,20-JAN-2024,29,33615,34225,31309,4229,6488,1089,16865,0,7,5715,1239,-3,115,337,141,372,545,145,247,0
941,20-JAN-2024,30,33663,34272,31358,4209,6488,713,16865,0,6,5619,1231,-3,103,308,84,369,478,146,209,0
942,20-JAN-2024,31,33664,34513,31487,4184,6488,537,16865,0,7,5794,939,-3,-166,376,187,176,207,-73,18,0
943,20-JAN-2024,32,33884,34761,31804,4159,6488,167,16865,0,9,5526,912,-3,-179,399,163,169,203,-86,0,0
944,20-JAN-2024,33,34991,35745,32814,4191,6488,10,16865,0,7,5636,442,-3,-3,355,50,-111,576,-30,0,0
945,20-JAN-2024,34,36390,37147,34107,4222,6488,0,16865,0,7,5693,398,-3,0,397,126,-122,652,-25,4,0
946,20-JAN-2024,35,37545,38389,35282,4303,6488,0,16865,0,5,5676,-125,-3,505,383,33,-104,1025,-7,249,0
947,20-JAN-2024,36,37571,38473,35384,4383,6488,0,16865,0,5,5688,-182,-3,586,399,92,-105,1078,-7,272,0
948,20-JAN-2024,37,36976,38416,34854,4493,6488,0,16865,0,5,5524,-293,-4,984,355,113,-455,1172,-83,512,0
949,20-JAN-2024,38,36277,37760,34109,4603,6488,0,16865,0,4,5150,-316,-3,1003,209,11,-468,1153,-92,542,0
950,20-JAN-2024,39,35097,37151,33040,4713,6488,0,16865,0,7,5153,-967,-3,1003,60,39,-267,781,-210,1015,0
951,20-JAN-2024,40,33840,36047,31944,4822,6488,0,16865,0,9,5097,-987,-3,1003,-68,-64,-260,734,-216,1061,0
952,20-JAN-2024,41,32626,34450,30775,4896,6488,0,16865,0,11,5305,-389,-3,815,-220,-90,-344,718,-167,1158,0
953,20-JAN-2024,42,31478,33380,29653,4969,6488,0,16865,0,11,5532,-336,-3,808,-371,-67,-347,740,-167,1167,0
954,20-JAN-2024,43,30244,31900,28496,5024,6488,0,16865,0,9,5379,13,-3,853,-431,-77,-236,1057,-300,1179,0
955,20-JAN-2024,44,28907,30631,27305,5078,6488,0,16865,0,11,5260,21,-3,854,-449,-116,-233,1066,-312,1178,0
956,20-JAN-2024,45,27634,29760,26042,5102,6488,0,16865,0,11,5275,61,-3,866,-446,-92,-533,694,-441,1158,0
957,20-JAN-2024,46,26208,28484,24732,5126,6488,0,16865,0,10,5341,55,-3,866,-450,-238,-539,618,-436,1147,0
958,20-JAN-2024,47,24635,26297,23210,5099,6488,0,16865,0,21,5392,-176,-3,552,-430,-389,-37,243,-6,860,0
959,20-JAN-2024,48,23343,25380,22015,5072,6488,0,16865,0,315,5363,-173,-3,538,-420,-512,-14,181,28,842,0
960,21-JAN-2024,1,23362,25844,22028,4977,6488,0,16865,0,1033,5279,427,-3,640,-413,-420,120,-13,266,842,0
961,21-JAN-2024,2,23547,25877,22159,4882,6488,0,16865,0,1098,5075,491,-3,645,-302,-269,125,-58,280,842,0
962,21-JAN-2024,3,23515,25788,22018,4701,6488,0,16865,0,1096,4817,410,-3,875,-151,-118,404,-305,232,863,0
963,21-JAN-2024,4,22968,25481,21473,4519,6488,0,16865,0,1505,4854,380,-3,885,-28,-63,414,-314,229,866,0
964,21-JAN-2024,5,22379,24906,20888,4341,6488,0,16865,0,1385,4650,-498,-3,836,68,51,204,-41,216,846,0
965,21-JAN-2024,6,22109,24689,20560,4163,6488,0,16865,0,1380,4700,-590,-3,834,218,6,197,-7,216,839,0
966,21-JAN-2024,7,21790,25097,20193,4013,6488,0,16865,0,1531,4966,-1166,-3,696,324,0,99,-7,278,687,0
967,21-JAN-2024,8,21382,24494,19746,3862,6488,0,16865,0,1298,4926,-1204,-3,689,350,0,95,-7,274,671,0
968,21-JAN-2024,9,20884,23790,19322,3793,6488,0,16865,0,1232,4896,-1061,-3,282,399,38,199,-7,-3,497,0
969,21-JAN-2024,10,20786,23730,19201,3723,6488,0,16865,0,1244,4974,-1056,-3,263,399,16,202,-20,-21,492,0
970,21-JAN-2024,11,20766,23964,19115,3680,6488,0,16865,0,1246,4963,-1158,-3,523,399,88,91,-191,26,846,0
971,21-JAN-2024,12,20980,23984,19347,3637,6488,0,16865,0,1051,4846,-1151,-3,534,399,50,87,-199,41,877,0
972,21-JAN-2024,13,21568,23881,19883,3667,6488,0,16865,0,1068,4059,-614,-3,771,350,0,211,-28,515,1072,0
973,21-JAN-2024,14,22188,24590,20528,3696,6488,0,16865,0,1228,4774,-569,-3,784,310,0,218,-2,542,1083,0
974,21-JAN-2024,15,22772,24826,21157,3709,6488,0,16865,0,1118,5068,-333,-3,339,398,38,666,44,402,896,0
975,21-JAN-2024,16,23562,25060,21969,3721,6488,0,16865,0,682,4980,-213,-3,318,399,103,685,79,396,884,0
976,21-JAN-2024,17,25255,26320,23631,3806,6488,21,16865,0,462,4763,1267,-3,585,399,211,430,453,501,926,0
977,21-JAN-2024,18,26266,26887,24571,3890,6488,187,16865,0,18,4930,1461,-3,611,399,347,427,529,521,929,0
978,21-JAN-2024,19,28030,28652,26204,3972,6488,527,16865,0,19,5121,1410,-3,961,399,287,974,903,971,809,0
979,21-JAN-2024,20,28706,29457,26700,4053,6488,887,16865,0,147,5084,1414,-4,1004,399,328,999,978,997,800,0
980,21-JAN-2024,21,29552,30169,27432,4138,6488,1088,16865,0,14,4841,1596,-3,1003,400,214,999,1352,907,800,0
981,21-JAN-2024,22,30016,30628,27762,4222,6488,1305,16865,0,9,4442,1609,-3,1003,399,275,1000,1398,901,800,0
982,21-JAN-2024,23,30418,31029,28041,4288,6488,1527,16865,0,8,4610,1604,-3,1003,399,371,1000,1398,906,800,0
983,21-JAN-2024,24,30911,31523,28373,4354,6488,1704,16865,0,9,5067,1598,-3,1004,399,398,1000,1398,908,800,0
984,21-JAN-2024,25,31375,31987,28874,4443,6488,1869,16865,0,9,5185,1418,-3,1004,399,284,999,1398,994,800,0
985,21-JAN-2024,26,31196,31810,28885,4531,6488,1818,16865,0,11,5122,1406,-3,1004,399,254,1000,1398,999,800,0
986,21-JAN-2024,27,31338,31953,29107,4690,6488,1534,16865,0,12,4851,1406,-3,1004,399,273,999,1399,1000,800,0
987,21-JAN-2024,28,31628,32242,29405,4849,6488,1178,16865,0,11,4972,1410,-3,1003,399,249,999,1398,994,800,0
988,21-JAN-2024,29,31977,32587,29851,4968,6488,679,16865,0,7,4953,1591,-3,990,399,149,999,1399,813,800,0
989,21-JAN-2024,30,32354,32967,30261,5087,6488,435,16865,0,10,5227,1597,-3,977,399,160,999,1398,807,800,0
990,21-JAN-2024,31,32772,33378,30630,5139,6488,210,16865,0,3,5014,1414,-3,629,399,46,999,1398,988,800,0
991,21-JAN-2024,32,33485,34089,31292,5191,6488,93,16865,0,1,4778,1401,-3,627,317,24,999,1399,999,800,0
992,21-JAN-2024,33,34845,35451,32602,5285,6488,4,16865,0,3,4851,1402,-3,869,182,45,1019,1398,1000,800,0
993,21-JAN-2024,34,36249,36855,33819,5379,6488,0,16865,0,3,4698,1402,-3,891,39,141,1019,1398,1000,802,0
994,21-JAN-2024,35,37113,37785,34591,5403,6488,0,16865,0,1,4496,1401,-3,997,-68,30,1019,1398,1000,933,0
995,21-JAN-2024,36,36685,37512,34266,5427,6488,0,16865,0,3,4258,1401,-3,1003,-220,-1,1019,1399,999,946,0
996,21-JAN-2024,37,35982,36913,33694,5392,6488,0,16865,0,4,4336,1403,-3,1005,-231,-93,1019,1399,999,1033,0
997,21-JAN-2024,38,34971,35901,32683,5357,6488,0,16865,0,3,4040,1408,-3,1003,-81,-243,1020,1399,999,1039,0
998,21-JAN-2024,39,34134,35042,31921,5309,6488,0,16865,0,4,4171,1592,-3,1003,7,-301,830,1399,1000,1018,0
999,21-JAN-2024,40,32548,33498,30442,5260,6488,0,16865,0,9,3920,1602,-3,1004,-37,-301,824,1399,998,1010,0
1000,21-JAN-2024,41,31637,32547,29484,5250,6488,0,16865,0,16,3767,1604,-3,1003,68,-291,823,1399,998,835,0
1001,21-JAN-2024,42,30503,31293,28369,5239,6488,0,16865,0,17,3570,1604,-3,1003,183,-170,822,1399,998,827,0
1002,21-JAN-2024,43,29233,29877,27166,5257,6488,0,16865,0,19,3510,1557,-3,1004,331,-22,841,1399,998,1046,0
1003,21-JAN-2024,44,27855,28604,25823,5275,6488,0,16865,0,146,2916,1551,-3,1002,339,124,841,1399,997,1063,0
1004,21-JAN-2024,45,26903,27808,24705,5299,6488,0,16865,0,302,2928,1389,-3,736,395,277,900,1399,998,1063,0
1005,21-JAN-2024,46,25471,26352,23404,5323,6488,0,16865,0,278,2573,1370,-3,720,400,427,900,1395,998,1049,0
1006,21-JAN-2024,47,23922,25428,21952,5369,6488,0,16865,0,903,2783,1033,-3,209,332,437,524,1342,998,485,0
1007,21-JAN-2024,48,22950,25129,20990,5415,6488,0,16868,0,1576,2823,1022,-3,182,312,352,508,1306,999,433,0
1008,22-JAN-2024,1,23063,25324,21069,5482,6488,0,16868,0,1422,2866,1480,-3,-236,399,475,204,934,998,19,0
1009,22-JAN-2024,2,23623,25883,21592,5548,6488,0,16868,0,1387,2401,1507,-3,-258,400,504,192,857,998,-12,0
1010,22-JAN-2024,3,23190,25613,21175,5536,6488,0,16868,0,1140,2349,1504,-3,-383,400,504,83,483,998,-297,0
1011,22-JAN-2024,4,22540,25363,20683,5523,6488,0,16868,0,1522,2179,1503,-3,-386,399,484,79,407,999,-312,0
1012,22-JAN-2024,5,22019,24417,20244,5412,6488,0,16868,0,1368,2537,1489,-3,-106,400,417,79,32,998,-321,0
1013,22-JAN-2024,6,21453,24077,19810,5300,6488,0,16868,0,1542,2836,1485,-3,-104,399,326,79,-46,997,-329,0
1014,22-JAN-2024,7,20983,23813,19351,5253,6488,0,16868,0,1539,3077,1329,-3,151,399,412,-41,-423,960,-224,0
1015,22-JAN-2024,8,20453,23301,18943,5205,6488,0,16868,0,1522,3232,1315,-3,162,399,389,-45,-473,951,-205,0
1016,22-JAN-2024,9,20391,23302,18819,5200,6488,0,16868,0,1441,3451,1140,-3,-360,399,428,111,-507,737,144,0
1017,22-JAN-2024,10,20514,23506,18893,5194,6488,0,16868,0,1503,3672,1122,-3,-405,399,403,116,-481,714,174,0
1018,22-JAN-2024,11,21175,23744,19622,5159,6488,0,16868,0,1494,3742,920,-3,-369,399,496,309,-103,393,416,0
1019,22-JAN-2024,12,22310,24720,20658,5123,6488,0,16868,0,1414,4018,923,-3,-367,399,492,323,-26,382,456,0
1020,22-JAN-2024,13,25270,27742,23477,5106,6488,0,16868,0,1451,4013,1498,-3,-418,399,369,921,351,702,1257,0
